Date,Ticker,Open,High,Low,Close,Volume,Return_Pct,Price_Range,MA_50,MA_200
2010-10-14,AAPL,9.056767430349014,9.080182851427702,9.018041001307198,9.075380325317385,435296400,,0.062141850120504216,,
2010-10-15,AAPL,9.229385960540936,9.456338468565914,9.153435317252196,9.448533058166504,922194000,4.111703526166766,0.3029031513137177,,
2010-10-18,AAPL,9.560507540696964,9.576417365268949,9.43502297784872,9.546398162841797,1093010800,1.035770357925636,0.14139438742022925,,
2010-10-19,AAPL,9.108101818811178,9.419409883013376,9.006633925018807,9.290924072265623,1232784000,-2.6761306852942313,0.4127759579945689,,
2010-10-20,AAPL,9.276215789098568,9.433821399111464,9.212273482130954,9.32214641571045,721624400,0.3360520783721288,0.22154791698051035,,
2010-10-21,AAPL,9.37708292137623,9.448530827222616,9.21017126959492,9.291826248168944,551460000,-0.32524878058562967,0.238359557627696,,
2010-10-22,AAPL,9.27831637043372,9.307436147333926,9.19516155522729,9.230284690856934,372778000,-0.6623192865249483,0.11227459210663504,,
2010-10-25,AAPL,9.278915588038505,9.354264978544624,9.259401670285722,9.27140998840332,392462000,0.4455474443504803,0.09486330825890121,,
2010-10-26,AAPL,9.212273131604675,9.298430829735157,9.175647752973656,9.24769687652588,392929600,-0.2557659720269112,0.12278307676150035,,
2010-10-27,AAPL,9.235686077923344,9.303230860595905,9.174144652447966,9.241089820861816,399002800,-0.07144541773244084,0.12908620814793892,,
2010-10-28,AAPL,9.244692213682836,9.246193654313188,9.033051611428531,9.163338661193848,551051200,-0.8413635315224988,0.2131420428846571,,
2010-10-29,AAPL,9.133019394825022,9.182552513657502,9.032151107490442,9.03545379638672,430511200,-1.3956143010266708,0.15040140616705955,,
2010-11-01,AAPL,9.072681090110612,9.174149017586783,9.072080673942876,9.13152027130127,423889200,1.0632169349697351,0.10206834364390716,,
2010-11-02,AAPL,9.216173059655745,9.311936588170257,9.216173059655745,9.287019729614258,433930000,1.7028868544671116,0.09576352851451198,,
2010-11-03,AAPL,9.347362820988227,9.392693831858658,9.262106146933435,9.390292167663574,508348400,1.1120083843474848,0.13058768492522255,,
2010-11-04,AAPL,9.46984637155919,9.611841977627495,9.457237633095032,9.554503440856934,642488000,1.7487344404345295,0.15460434453246386,,
2010-11-05,AAPL,9.546094909042107,9.593526165618686,9.508869921943347,9.52027702331543,361253200,-0.3582228815277255,0.08465624367533842,,
2010-11-08,AAPL,9.522383228061289,9.599534708438169,9.509174071192806,9.565011978149414,281758400,0.4698913143433403,0.0903606372453627,,
2010-11-09,AAPL,9.63795690075438,9.645462501494508,9.441325873183503,9.488757133483888,383544000,-0.7972268601411536,0.2041366283110051,,
2010-11-10,AAPL,9.505569912123288,9.56951302607709,9.412807626209236,9.547298431396484,384227200,0.6169543290976964,0.15670539986785315,,
2010-11-11,AAPL,9.456335944225264,9.55840506510762,9.433820744126129,9.50586986541748,361284000,-0.43392972657861906,0.12458432098149075,,
2010-11-12,AAPL,9.48635861146428,9.501368214668853,9.115010414684685,9.247097969055176,795846800,-2.722232683867487,0.3863577999841681,,
2010-11-15,AAPL,9.260009280806084,9.322450974879787,9.19426489615822,9.21738052368164,403606000,-0.3213705042704462,0.1281860787215674,,
2010-11-16,AAPL,9.177747420914214,9.234184912260323,8.98561834105541,9.05376434326172,657650000,-1.7750832788073656,0.248566571204913,,
2010-11-17,AAPL,9.042057534432338,9.12581355675372,8.938788394231999,9.02104377746582,479449600,-0.36140288785241337,0.18702516252172074,9.307772750854491,
2010-11-18,AAPL,9.16213670288716,9.296326852235175,9.146827299714788,9.25910186767578,494491200,2.638919576076315,0.14949955252038727,9.305900793809156,
2010-11-19,AAPL,9.245295750221135,9.25820429508767,9.163340959624655,9.208070755004885,384843200,-0.5511453853753179,0.09486333546301573,9.302277459038628,
2010-11-22,AAPL,9.206570458967647,9.407105445861816,9.18225480721753,9.407105445861816,393075200,2.1615243426398534,0.2248506386442859,9.306021315710884,
2010-11-23,AAPL,9.319746217113693,9.358773267539792,9.202968079598584,9.268111228942873,519447600,-1.4775450080671382,0.15580518794120835,9.304714071339575,
2010-11-24,AAPL,9.366274103436185,9.46834321298085,9.358770106401382,9.45033073425293,413725200,1.9660910492853567,0.10957310657946806,9.309567960103353,
2010-11-26,AAPL,9.41851251292699,9.537392505814609,9.394496668538826,9.456337928771973,237585600,0.06356597126564445,0.14289583727578226,9.314302475221696,
