Date,Ticker,Open,High,Low,Close,Volume,Return_Pct,Price_Range,MA_50,MA_200,Fed_Funds_Rate,CPI,Unemployment_Rate,GDP,Yield_Curve_10Y_2Y,VIX,Target_Price,Target_Vol
2011-03-14,AAPL,10.602503724215143,10.701570765379657,10.546366829774083,10.613911628723145,435957200,0.4460168767825845,0.1552039356055736,10.386618671417237,9.899684896835916,0.14,223.046,9.0,15351.448,2.75,21.13,10.369850158691406,1.2332835993956606
2011-03-14,GOOGL,14.236146852619624,14.3725930510637,14.117346853516189,14.166308403015137,112531356,-1.1652354114196517,0.2552461975475104,15.179300861358644,15.027874634816095,0.14,223.046,9.0,15351.448,2.75,21.13,14.155620574951172,0.8328606843777987
2011-03-14,MSFT,19.597895243411177,19.80548413059984,19.4902572129244,19.751665115356445,54473400,0.0389024467291498,0.3152269176754352,21.01882453918457,20.63351952112638,0.14,223.046,9.0,15351.448,2.75,21.13,19.52101707458496,1.1311442745231044
2011-03-15,GOOGL,13.85588618466662,14.19141022238335,13.806178288391829,14.155620574951172,160063776,-0.07544540016996,0.3852319339915215,15.167167358398435,15.019567453293574,0.14,223.046,9.0,15351.448,2.7,24.32,13.845945358276367,0.7884908657193633
2011-03-15,MSFT,19.28267501025861,19.58252475139365,19.221167333449923,19.52101707458496,76067300,-1.1677397294072245,0.3613574179437258,20.9825965499878,20.62292425973075,0.14,223.046,9.0,15351.448,2.7,24.32,19.05970573425293,1.133527583467492
2011-03-15,AAPL,10.269882878559407,10.442198297245069,10.209842869679912,10.369850158691406,721081200,-2.299448860788178,0.2323554275651567,10.400349941253662,9.90416266123454,0.14,223.046,9.0,15351.448,2.7,24.32,9.906937599182127,1.560041295561377
2011-03-16,MSFT,19.390308502551022,19.436440349115884,18.97513214867569,19.05970573425293,100725400,-2.363152178851513,0.4613082004401896,20.93607215881348,20.608176915150768,0.14,223.046,9.0,15351.448,2.64,29.4,19.05202293395996,1.400578418938512
2011-03-16,AAPL,10.26687939942735,10.296899399777857,9.79436239746184,9.906937599182127,1162011200,-4.464023610999746,0.5025370023160161,10.40061408996582,9.90418883989442,0.14,223.046,9.0,15351.448,2.64,29.4,10.045933723449709,2.3564717285623575
2011-03-16,GOOGL,14.11709882328886,14.16133887413755,13.701298794968196,13.845945358276367,151788060,-2.187648468218939,0.4600400791693548,15.143680725097656,15.008495546736809,0.14,223.046,9.0,15351.448,2.64,29.4,13.951820373535156,0.8837767442973965
2011-03-17,AAPL,10.111677287593135,10.195133528913512,9.926453314874852,10.045933723449709,659422400,1.4030180656336988,0.2686802140386604,10.40262544631958,9.90551355843232,0.14,223.046,9.0,15351.448,2.65,26.37,9.92675495147705,2.619766381227491
2011-03-17,GOOGL,14.029363815587196,14.14170145689445,13.931440724543036,13.951820373535156,115856028,0.7646644018821203,0.2102607323514149,15.123420085906982,14.99862007782838,0.14,223.046,9.0,15351.448,2.65,26.37,13.944363594055176,1.1137766627926522
2011-03-17,MSFT,19.26729908476006,19.39031444706263,19.02895700360618,19.05202293395996,62497000,-0.0403091233416197,0.3613574434564484,20.88771255493164,20.593633419999453,0.14,223.046,9.0,15351.448,2.65,26.37,19.067398071289062,1.309617372588039
2011-03-18,MSFT,19.267298394483745,19.35956064613465,19.067398071289062,19.067398071289062,85486700,0.0807008126244568,0.2921625748455874,20.84103622436524,20.579501611215097,0.15,223.046,9.0,15351.448,2.67,24.44,19.47488212585449,1.069468291572417
2011-03-18,AAPL,10.120684593267136,10.152806462291196,9.90664140762532,9.92675495147705,753214000,-1.1863384256106002,0.2461650546658749,10.40062614440918,9.90571023799755,0.15,223.046,9.0,15351.448,2.67,24.44,10.185829162597656,2.3100794369087736
2011-03-18,GOOGL,14.033339031393044,14.116599415783886,13.911557447398533,13.944363594055176,131812056,-0.0534466419459089,0.2050419683853537,15.099555625915528,14.98885844371937,0.15,223.046,9.0,15351.448,2.67,24.44,14.328104972839355,1.1467672586111621
2011-03-21,AAPL,10.086463071551696,10.199037519451412,10.064547475992743,10.185829162597656,409402000,2.609858029003287,0.1344900434586691,10.403970394134522,9.908280136388376,0.14,223.046,9.0,15351.448,2.67,20.61,10.242860794067385,2.841755540983071
2011-03-21,GOOGL,14.172024523052135,14.410122719860274,14.142200921017436,14.328104972839355,120715164,2.751946162303009,0.2679217988428384,15.08116397857666,14.98279648527093,0.14,223.046,9.0,15351.448,2.67,20.61,14.348483085632324,1.7793425803743574
2011-03-21,MSFT,19.359555442135623,19.66709375420539,19.33648951880851,19.47488212585449,46878100,2.137072153431352,0.3306042353968799,20.7899747467041,20.56936748749619,0.14,223.046,9.0,15351.448,2.67,20.61,19.45182037353516,1.670102214377949
2011-03-22,GOOGL,14.347240435680746,14.39595382920939,14.228937697721978,14.348483085632324,75400524,0.1422247591820191,0.1670161314874114,15.061718502044677,14.977029999819669,0.14,223.046,9.0,15351.448,2.66,20.21,14.468777656555176,1.7723439361093383
2011-03-22,MSFT,19.45182037353516,19.57483572474095,19.39800134068995,19.45182037353516,30895600,-0.1184179301846111,0.1768343840509985,20.741814804077148,20.559207968278365,0.14,223.046,9.0,15351.448,2.66,20.21,19.63634490966797,1.5933635600445322
2011-03-22,AAPL,10.283689076924428,10.28549032469753,10.181019557104246,10.242860794067385,325922800,0.5599115257022724,0.1044707675932841,10.407020320892334,9.911321778730912,0.14,223.046,9.0,15351.448,2.66,20.21,10.182522773742676,2.7475439885370694
2011-03-23,GOOGL,14.295547305561447,14.475984458929783,14.216263955164052,14.468777656555176,72575352,0.8383783164040981,0.2597205037657311,15.045787353515625,14.97245114988035,0.14,223.046,9.0,15351.448,2.67,19.17,14.586333274841309,1.1106832276355763
2011-03-23,MSFT,19.398001383035115,19.69016394263065,19.359559635621384,19.63634490966797,43969000,0.9486234840203388,0.3306043070092705,20.70315441131592,20.55089388666926,0.14,223.046,9.0,15351.448,2.67,19.17,19.843929290771484,0.9591544605002416
2011-03-23,AAPL,10.18522424506182,10.213442996805592,10.0852569802769,10.182522773742676,372996400,-0.5890739075518514,0.1281860165286907,10.40506296157837,9.913765030938226,0.14,223.046,9.0,15351.448,2.67,19.17,10.356040000915527,1.5233732938645432
2011-03-24,GOOGL,14.55004638040788,14.623612773820732,14.385266448638465,14.586333274841309,83864052,0.812477882213325,0.2383463251822668,15.03131259918213,14.969003668853215,0.13,223.046,9.0,15351.448,2.7,18.0,14.408629417419434,1.1095530156356848
2011-03-24,AAPL,10.262377496177525,10.386961028596383,10.172617295194748,10.356040000915527,404712000,1.7040691293153332,0.2143437334016358,10.407062301635742,9.917713914598735,0.13,223.046,9.0,15351.448,2.7,18.0,10.553274154663086,1.570276186213156
2011-03-24,MSFT,19.68247221717096,19.89006114019315,19.60558726792662,19.843929290771484,38696700,1.0571436897164777,0.2844738722665312,20.6703271484375,20.54458170277732,0.13,223.046,9.0,15351.448,2.7,18.0,19.697847366333008,0.8992561426392967
2011-03-25,MSFT,19.936189363356945,19.95156664483159,19.67478144412104,19.697847366333008,57029800,-0.7361542278142119,0.2767852007105489,20.62785213470459,20.537088478561,0.13,223.046,9.0,15351.448,2.67,17.91,19.536396026611328,1.1155629007663037
2011-03-25,AAPL,10.44910394904891,10.568884174085513,10.41758249967138,10.553274154663086,448910000,1.904532560033778,0.1513016744141335,10.411337223052978,9.923338341501962,0.13,223.046,9.0,15351.448,2.67,17.91,10.520248413085938,1.2591151141289394
2011-03-25,GOOGL,14.586084944952182,14.586829398352556,14.39620197077018,14.408629417419434,114221664,-1.2182901218113606,0.1906274275823758,15.012856254577637,14.964044604681234,0.13,223.046,9.0,15351.448,2.67,17.91,14.29977035522461,1.4341573381767114
2011-03-28,GOOGL,14.466537385124354,14.539110224566908,14.283614959033237,14.29977035522461,88647264,-0.755512957139548,0.2554952655336713,14.992312240600588,14.958217637580738,0.13,223.046,9.0,15351.448,2.66,19.44,14.458088874816896,0.9262457752833466
2011-03-28,MSFT,19.72860771633908,19.774738111265265,19.513330095918825,19.536396026611328,48973200,-0.8196395104453247,0.26140801534644,20.58765132904053,20.528310474596527,0.13,223.046,9.0,15351.448,2.66,19.44,19.59789657592773,0.8976647850012378
2011-03-28,AAPL,10.601603582902085,10.636727519925817,10.520248413085938,10.520248413085938,309355200,-0.312943083759043,0.1164791068398791,10.41419511795044,9.92857439476147,0.13,223.046,9.0,15351.448,2.66,19.44,10.535861015319824,1.1352905699222369
2011-03-29,AAPL,10.43679475822552,10.535861015319824,10.388763070823014,10.535861015319824,352900800,0.1484052621273379,0.1470979444968101,10.415684146881103,9.933855147983715,0.13,223.046,9.0,15351.448,2.69,18.16,10.465911865234377,1.1584329824425774
2011-03-29,GOOGL,14.315677584788078,14.462065923126811,14.24136578832514,14.458088874816896,64127808,1.1071402942806283,0.220700134801671,14.97121150970459,14.953868691817574,0.13,223.046,9.0,15351.448,2.69,18.16,14.460823059082031,1.063108288103273
2011-03-29,MSFT,19.482569897356488,19.620962498225296,19.45181533429308,19.59789657592773,40763500,0.3147998701123367,0.1691471639322195,20.54699905395508,20.520219918955927,0.13,223.046,9.0,15351.448,2.69,18.16,19.690156936645508,0.8962832400793139
2011-03-30,GOOGL,14.523950057398942,14.551786553731034,14.429506763922989,14.460823059082031,56835108,0.0189111042877776,0.1222797898080454,14.942485694885256,14.949618298431922,0.13,223.046,9.0,15351.448,2.67,17.71,14.58310317993164,0.9926000417228052
2011-03-30,MSFT,19.682468296606736,19.77472904415572,19.60558336267716,19.690156936645508,41999300,0.4707666476365668,0.169145681478561,20.50268886566162,20.51306420359118,0.13,223.046,9.0,15351.448,2.67,17.71,19.52101707458496,0.8117174289136218
2011-03-30,AAPL,10.526252473379,10.533458267310586,10.430188314142256,10.465911865234377,329406000,-0.6639148901426917,0.1032699531683292,10.420475387573244,9.938441843822083,0.13,223.046,9.0,15351.448,2.67,17.71,10.462313652038574,1.1774963565830334
2011-03-31,GOOGL,14.489653436040788,14.617897380423956,14.458337140170851,14.58310317993164,81094824,0.8455958582026302,0.1595602402531053,14.920122413635251,14.946485690581492,0.1,223.046,9.0,15351.448,2.67,17.74,14.708364486694336,0.9995223029389657
2011-03-31,MSFT,19.68247564274446,19.743983319553152,19.482575326501536,19.52101707458496,63233700,-0.8590071811248934,0.2614079930516162,20.457900314331056,20.50458516830053,0.1,223.046,9.0,15351.448,2.67,17.74,19.59021759033203,0.6598228093759535
2011-03-31,AAPL,10.397770110237389,10.501039296145008,10.388764668479295,10.462313652038574,274019200,-0.0343803124098096,0.1122746276657125,10.426281299591064,9.942919380644447,0.1,223.046,9.0,15351.448,2.67,17.74,10.343729972839355,0.996511310819558
2011-04-01,MSFT,19.6286608131083,19.6286608131083,19.459513565810724,19.59021759033203,63114200,0.3544923683160172,0.1691472472975768,20.41633014678955,20.49683629052113,0.11,224.093,9.1,15557.539,2.66,17.4,19.644031524658203,0.6704610229915301
2011-04-01,AAPL,10.540362613240104,10.554771796181337,10.305904564980388,10.343729972839355,418661600,-1.13343647632006,0.2488672312009487,10.433414058685305,9.946316080578304,0.11,224.093,9.1,15557.539,2.66,17.4,10.242563247680664,0.5122456307423242
2011-04-01,GOOGL,14.632810040079624,14.79261843052177,14.632810040079624,14.708364486694336,104423472,0.8589482308201113,0.1598083904421461,14.902739791870117,14.944467714277364,0.11,224.093,9.1,15557.539,2.66,17.4,14.605968475341797,0.7727464018829665
2011-04-04,MSFT,19.56714803202768,19.728605126302128,19.53639346180857,19.644031524658203,35433700,0.2746979918831105,0.1922116644935592,20.380880699157714,20.489669863917246,0.09,224.093,9.1,15557.539,2.68,17.5,19.82086181640625,0.547258123011655
2011-04-04,GOOGL,14.738189471195382,14.78143407168738,14.492138131898592,14.605968475341797,82097820,-0.6961753731706155,0.2892959397887882,14.890735511779786,14.941623182857738,0.09,224.093,9.1,15557.539,2.68,17.5,14.143939018249512,0.7504085528837404
2011-04-04,AAPL,10.336226549308916,10.344932181322084,10.158807211802944,10.242563247680664,460084800,-0.9780487834111672,0.18612496951914,10.442101860046389,9.94880555257076,0.09,224.093,9.1,15557.539,2.68,17.5,10.173517227172852,0.5675965086320274
2011-04-05,GOOGL,14.441934446553487,14.452123797775872,14.059187825023052,14.143939018249512,241658100,-3.1632921697201777,0.3929359727528201,14.86986343383789,14.934975814819335,0.09,224.093,9.1,15557.539,2.66,17.25,14.2704439163208,1.6607039018300473
2011-04-05,MSFT,19.85161491154927,20.128400100127504,19.79010725480502,19.82086181640625,73651100,0.9001731214189901,0.3382928453224849,20.34346473693848,20.48409646352132,0.09,224.093,9.1,15557.539,2.66,17.25,20.105342864990234,0.6539338138652757
